back_legroom,body_type,city,front_legroom,has_accidents,height,horsepower,is_new,latitude,length,longitude,make_name,maximum_seating,mileage,model_name,owner_count,price,width,year
34.7,Sedan,Mechanicsville,43.9,FALSE,57.8,328,0,38.4293,187.9,-76.7215,INFINITI,5,133384,G37,3,12990,69.8,2013
39.7,SUV / Crossover,Lebanon,41,NA,66.7,310,1,36.1858,193.4,-86.3258,GMC,7,10,Acadia,NA,30787,75.4,2020
40.9,Pickup Truck,Abbeville,45.3,FALSE,74,355,0,29.9801,230,-92.1121,Chevrolet,6,52835,Silverado 1500,1,33995,80,2018
36.5,Wagon,Tampa,43.1,FALSE,63.9,188,0,28.0391,173.6,-82.4595,Ford,5,31838,C-Max Hybrid,2,14443,82.1,2017
38.7,Pickup Truck,Guthrie,41.3,FALSE,73.7,403,0,35.8241,230.2,-97.4197,Chevrolet,6,132908,Silverado 1500,2,16995,80,2012
43.6,Pickup Truck,Chambersburg,43.9,FALSE,76.9,365,0,39.9325,231.9,-77.6465,Ford,6,107859,F-150,1,24900,96.8,2015
35.8,Pickup Truck,Peoria,45,FALSE,72.2,308,0,40.7846,212.7,-89.6026,Chevrolet,5,10750,Colorado,1,39721,83.9,2019
35.6,Sedan,Stafford,45.5,FALSE,58.1,185,0,29.6463,191.1,-95.573,Hyundai,5,50735,Sonata,2,15500,73.4,2017
37,Sedan,Monroeville,44.3,FALSE,58.1,245,0,40.4347,193.9,-79.7919,Lincoln,5,16562,MKZ,1,27997,83.3,2019
38.1,Sedan,Rockdale,42,FALSE,57.6,160,0,30.6536,193.8,-97.0058,Chevrolet,5,28440,Malibu,1,16996,73,2017
38.2,SUV / Crossover,Battle Creek,41.5,TRUE,64.8,164,0,42.32,176.2,-85.2037,Hyundai,5,51525,Tucson,1,18995,72.8,2018
38.2,SUV / Crossover,Houston,41.5,NA,64.4,181,1,29.9717,176.4,-95.4211,Kia,5,8,Sportage,NA,22254,73,2020
NA,SUV / Crossover,Herrin,NA,FALSE,NA,NA,0,37.8087,NA,-89.0276,Nissan,NA,21864,Rogue,1,21434,NA,2019
35.1,Sedan,Akron,42,TRUE,56.5,180,0,41.085,182.8,-81.537,BMW,5,53216,3 Series,1,17930,80,2017
37,SUV / Crossover,Harriman,40.4,FALSE,62.9,228,0,41.3133,175.4,-74.1395,BMW,5,12209,X1,2,31795,81.1,2017
38.2,SUV / Crossover,Towson,41.5,NA,65,181,1,39.4067,176.4,-76.6061,Hyundai,5,NA,Tucson,NA,30324,72.8,2020
36.8,SUV / Crossover,Midland,41.3,TRUE,70.4,288,0,32.0033,200.8,-102.121,GMC,8,105898,Acadia,2,12500,78.9,2014
36.8,SUV / Crossover,Lancaster,40.4,FALSE,66.3,240,0,40.0667,178.1,-76.3283,Ford,5,49408,Escape,2,13444,81.8,2013
39,SUV / Crossover,Mesquite,45.3,TRUE,74.4,420,0,32.7941,203.9,-96.6205,Cadillac,8,138318,Escalade,1,34988,80.5,2015
43.6,Pickup Truck,Blair,43.9,FALSE,77.2,395,1,41.5198,231.9,-96.1455,Ford,6,15,F-150,NA,56350,96.8,2020
38,Sedan,Folsom,42.1,NA,56.9,203,1,38.6363,192.7,-121.2,Toyota,5,10,Camry,NA,28958,72.4,2020
43.6,Pickup Truck,Rochester,43.9,NA,77.2,395,1,44.074,231.9,-92.5055,Ford,6,21,F-150,NA,43098,96.8,2020
41.4,Sedan,Fort Myers,42.3,FALSE,57.3,132,0,26.5388,183.1,-81.8714,Toyota,5,30445,Corolla,1,11773,69.9,2019
NA,Van,Raynham,38.8,NA,105.9,280,1,41.9041,213.7,-71.0581,RAM,3,10,ProMaster,NA,34767,97.6,2020
35.2,Sedan,Stanton,42.2,TRUE,57.7,184,0,33.8122,183.9,-117.993,Dodge,5,62050,Dart,1,11799,72,2016
39,Minivan,Victoria,41.1,NA,69.9,287,1,28.8094,204.3,-96.9804,Chrysler,8,13,Pacifica,NA,31996,90.4,2020
38,Sedan,Los Angeles,42.1,NA,56.9,208,1,34.0341,192.1,-118.273,Toyota,5,3,Camry Hybrid,NA,29713,72.4,2020
35.2,Wagon,Falls Church,41.3,FALSE,58.8,211,0,38.8794,185.9,-77.1797,Audi,5,90696,A4 Allroad,1,14995,79,2013
36.7,SUV / Crossover,Ypsilanti,42.9,NA,65.1,166,1,42.2477,161.3,-83.6456,Ford,5,3,EcoSport,NA,20567,81,2020
38.3,Sedan,Tustin,44.3,NA,58,188,1,33.7264,191.8,-117.8,Ford,5,5,Fusion Hybrid,NA,25195,83.5,2020
33.5,Pickup Truck,Pikeville,43.9,NA,77.2,375,1,37.4658,231.9,-82.5279,Ford,6,18,F-150,NA,43928,96.8,2020
39.1,Wagon,Grand Island,40.9,FALSE,63.5,161,0,40.9235,163,-98.343,Kia,5,15054,Soul,1,15900,70.9,2019
38,SUV / Crossover,Bakersfield,42,NA,65.7,272,1,35.3111,186.8,-119.039,Acura,5,6,RDX,NA,44425,74.8,2020
NA,Coupe,Phoenix,NA,FALSE,NA,NA,0,33.4514,NA,-112.137,Hyundai,NA,111452,Veloster,4,8999,NA,2015
43.6,Pickup Truck,Wall Township,43.9,NA,77.3,375,1,40.1783,243.7,-74.0392,Ford,6,0,F-150,NA,66815,96.8,2020
NA,Van,Mountain Home,NA,NA,NA,NA,1,43.1367,NA,-115.665,RAM,NA,5,ProMaster,NA,52039,NA,2019
38.3,Sedan,Tallassee,44.3,NA,58.1,175,1,32.5507,191.7,-85.917,Ford,5,5,Fusion,NA,23608,83.5,2020
38.7,SUV / Crossover,Colton,40.5,FALSE,67.8,260,0,34.0705,192.4,-117.356,Nissan,5,35482,Murano,1,19275,75.4,2018
40.7,SUV / Crossover,Claremore,42.4,NA,66.1,180,1,36.3036,180.5,-95.6233,Ford,5,6,Escape,NA,21788,85.6,2020
37.4,Sedan,Tracy,42.3,NA,55.7,158,1,37.7615,182.7,-121.464,Honda,5,5,Civic,NA,21755,70.8,2020
33.7,Van,Sacramento,41.3,NA,98.7,275,1,38.6611,217.8,-121.356,Ford,10,25,Transit Passenger,NA,47510,97.4,2020
36,Hatchback,Irvine,42.3,NA,56.3,180,1,33.6309,177.9,-117.722,Honda,5,10,Civic Hatchback,NA,26295,70.8,2020
35.7,SUV / Crossover,Hudson,40.8,NA,64.9,138,1,44.9621,167.6,-92.7438,Chevrolet,5,0,Trax,NA,17627,69.9,2020
33.4,SUV / Crossover,Farmville,42.8,FALSE,63.4,141,0,37.2762,172.4,-78.3996,Nissan,5,32541,Rogue Sport,1,17456,72.3,2018
42,SUV / Crossover,Saint Louis,44.5,NA,75.9,355,1,38.5189,210.7,-90.3429,Chevrolet,8,NA,Tahoe,NA,73950,81,2021
35.2,Sedan,Torrance,41.7,NA,56.3,255,1,33.7999,184.5,-118.343,Mercedes-Benz,5,5,C-Class,NA,47220,79.4,2020
39.2,Sedan,Doylestown,42.4,NA,56.9,302,1,40.3289,195.9,-75.1306,Lexus,5,0,ES,NA,45335,73.4,2020
36.1,Sedan,Levittown,41.4,FALSE,57.3,552,0,40.131,193.5,-74.8322,BMW,5,47307,M5,2,45995,83.4,2016
38.8,SUV / Crossover,Kennesaw,41.1,NA,63,147,1,34.006,165.2,-84.5786,Kia,5,14,Soul,NA,19363,70.9,2020
38,SUV / Crossover,Freehold,43,TRUE,68.2,170,0,40.2405,180.9,-74.2754,Subaru,5,80525,Forester,1,15900,80,2016
38.4,SUV / Crossover,Chippewa Falls,44.2,FALSE,70.1,295,0,44.7929,192.5,-91.5158,Toyota,8,48478,Highlander,1,31999,75.8,2018
29,Coupe,Fresno,45.1,FALSE,54.3,330,0,36.8188,188.5,-119.79,Ford,4,9734,Mustang,1,30337,81.9,2020
NA,Sedan,Pomona,NA,FALSE,NA,NA,0,34.0311,NA,-117.756,Tesla,NA,32026,Model S,1,46950,NA,2015
41,SUV / Crossover,Winona,40.4,NA,68.1,295,1,44.0565,194.9,-91.6936,Toyota,8,NA,Highlander,NA,33951,76,2020
37.4,Sedan,Clarksville,42.3,NA,55.7,158,1,39.2097,182.7,-76.9408,Honda,5,0,Civic,NA,21605,70.8,2020
29,Coupe,Morrow,45.1,FALSE,54.3,330,1,33.5689,188.5,-84.3144,Ford,4,8,Mustang,NA,34707,81.9,2020
39.6,Minivan,Woodstock,42.9,TRUE,68.9,266,0,34.0857,201,-84.5032,Toyota,7,159860,Sienna,2,8500,77.4,2010
42.1,Pickup Truck,Durham,41.1,FALSE,80.8,NA,0,36.0226,246.8,-78.9544,Ford,6,135000,F-350 Super Duty,3,28500,104.9,2011
37,SUV / Crossover,Norwood,40.9,NA,69.9,250,1,42.1735,195,-71.1944,Volvo,7,0,XC90,NA,54930,84.3,2020
41.4,Sedan,Ft Myers,42.3,FALSE,57.3,132,0,26.5972,183.1,-81.8542,Toyota,5,22217,Corolla,2,13900,69.9,2017
31,Sedan,Birmingham,44.5,NA,57.3,122,1,33.3947,177,-86.8064,Nissan,5,0,Versa,NA,16059,68.5,2020
43.4,Pickup Truck,Houston,44.5,NA,79.8,445,1,29.9298,250.1,-95.5904,GMC,5,0,Sierra 2500HD,NA,77120,81.9,2020
39.9,SUV / Crossover,Buford,40.9,FALSE,65.4,170,0,34.1071,183.1,-84.0037,Chevrolet,5,17852,Equinox,1,20998,72.6,2020
33.4,SUV / Crossover,Countryside,42.8,NA,63.4,141,1,41.7859,172.8,-87.8685,Nissan,5,18,Rogue Sport,NA,23630,72.3,2020
NA,Pickup Truck,Houston,NA,NA,NA,NA,1,29.7293,NA,-95.4186,Jeep,NA,0,Gladiator,NA,62215,NA,2021
